record_id,type_of_reference,title,abstract,authors,language,keywords,doi
3014,JOUR,The occurrence of thermotolerant Campylobacter spp. in raw meat intended for public catering.,,"['{\'author\': \'Petruzzelli, A\', \'author_abbreviated\': \'Petruzzelli A\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'A\', \'last_name\': \'Petruzzelli\'}', '{\'author\': \'Foglini, M\', \'author_abbreviated\': \'Foglini M\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'M\', \'last_name\': \'Foglini\'}', '{\'author\': \'Vetrano, V\', \'author_abbreviated\': \'Vetrano V\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'V\', \'last_name\': \'Vetrano\'}', '{\'author\': \'Paolini, F\', \'author_abbreviated\': \'Paolini F\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'F\', \'last_name\': \'Paolini\'}', '{\'author\': \'Orazietti, N\', \'author_abbreviated\': \'Orazietti N\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'N\', \'last_name\': \'Orazietti\'}', '{\'author\': \'Ambrosini, B\', \'author_abbreviated\': \'Ambrosini B\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'B\', \'last_name\': \'Ambrosini\'}', ""{'author': 'Osimani, A', 'author_abbreviated': 'Osimani A', 'affiliations': ['Dipartimento di Scienze Agrarie, Alimentari ed Ambientali, Università Politecnica delle Marche, via Brecce Bianche, 60131 Ancona, Italy. Electronic address: a.osimani@univpm.it.'], 'first_name': 'A', 'last_name': 'Osimani'}"", ""{'author': 'Clementi, F', 'author_abbreviated': 'Clementi F', 'affiliations': ['Dipartimento di Scienze Agrarie, Alimentari ed Ambientali, Università Politecnica delle Marche, via Brecce Bianche, 60131 Ancona, Italy.'], 'first_name': 'F', 'last_name': 'Clementi'}"", ""{'author': 'Tavoletti, S', 'author_abbreviated': 'Tavoletti S', 'affiliations': ['Dipartimento di Scienze Agrarie, Alimentari ed Ambientali, Università Politecnica delle Marche, via Brecce Bianche, 60131 Ancona, Italy.'], 'first_name': 'S', 'last_name': 'Tavoletti'}"", '{\'author\': \'Tonucci, F\', \'author_abbreviated\': \'Tonucci F\', \'affiliations\': [""Istituto Zooprofilattico Sperimentale dell\'Umbria e delle Marche, Centro di Riferimento Regionale Autocontrollo, via Canonici, 140, 61100, Villa Fastiggi, Pesaro, Italy.""], \'first_name\': \'F\', \'last_name\': \'Tonucci\'}']",eng,,10.1016/j.puhe.2014.01.003
3122,JOUR,Functional relationship between Campylobacter concisus and the stomach ecosystem in health and disease.,,"[""{'author': 'Kaakoush, Nadeem O', 'author_abbreviated': 'Kaakoush NO', 'affiliations': ['School of Biotechnology and Biomolecular Sciences, The University of New South Wales, Sydney, New South Wales, Australia.'], 'first_name': 'Nadeem O', 'last_name': 'Kaakoush'}"", ""{'author': 'Man, Si Ming', 'author_abbreviated': 'Man SM', 'first_name': 'Si Ming', 'last_name': 'Man'}"", ""{'author': 'Mitchell, Hazel M', 'author_abbreviated': 'Mitchell HM', 'first_name': 'Hazel M', 'last_name': 'Mitchell'}""]",eng,,10.1038/ismej.2013.115
3168,JOUR,"Reply to ""ranking filter methods for concentrating pathogens in lake water"".",,"[""{'author': 'Bushon, Rebecca N', 'author_abbreviated': 'Bushon RN', 'first_name': 'Rebecca N', 'last_name': 'Bushon'}"", ""{'author': 'Francy, Donna S', 'author_abbreviated': 'Francy DS', 'first_name': 'Donna S', 'last_name': 'Francy'}"", ""{'author': 'Gallardo, Vicente J', 'author_abbreviated': 'Gallardo VJ', 'first_name': 'Vicente J', 'last_name': 'Gallardo'}"", ""{'author': 'Lindquist, H D Alan', 'author_abbreviated': 'Lindquist HD', 'first_name': 'H D Alan', 'last_name': 'Lindquist'}"", ""{'author': 'Villegas, Eric N', 'author_abbreviated': 'Villegas EN', 'first_name': 'Eric N', 'last_name': 'Villegas'}"", ""{'author': 'Ware, Michael W', 'author_abbreviated': 'Ware MW', 'first_name': 'Michael W', 'last_name': 'Ware'}""]",eng,,10.1128/AEM.01559-13
3169,JOUR,Ranking filter methods for concentrating pathogens in lake water.,,"[""{'author': 'Borchardt, Mark A', 'author_abbreviated': 'Borchardt MA', 'first_name': 'Mark A', 'last_name': 'Borchardt'}"", ""{'author': 'Kieke, Burney A Jr', 'author_abbreviated': 'Kieke BA Jr', 'first_name': 'Burney A Jr', 'last_name': 'Kieke'}"", ""{'author': 'Spencer, Susan K', 'author_abbreviated': 'Spencer SK', 'first_name': 'Susan K', 'last_name': 'Spencer'}""]",eng,,10.1128/AEM.01430-13
3189,JOUR,"Water, sanitation, hygiene and enteric infections in children.",,"[""{'author': 'Brown, Joe', 'author_abbreviated': 'Brown J', 'affiliations': ['Environmental Health Group, Faculty of Infectious and Tropical Diseases, London School of Hygiene and Tropical Medicine, London, UK.'], 'first_name': 'Joe', 'last_name': 'Brown'}"", ""{'author': 'Cairncross, Sandy', 'author_abbreviated': 'Cairncross S', 'first_name': 'Sandy', 'last_name': 'Cairncross'}"", ""{'author': 'Ensink, Jeroen H J', 'author_abbreviated': 'Ensink JH', 'first_name': 'Jeroen H J', 'last_name': 'Ensink'}""]",eng,"['Epidemiology', 'Infectious Diseases', 'Nutrition', 'Parasitology', 'Technology']",10.1136/archdischild-2011-301528
3204,JOUR,Diversity in mitochondrion-derived organelles of the parasitic diplomonads Spironucleus and Giardia.,,"[""{'author': 'Williams, Catrin F', 'author_abbreviated': 'Williams CF', 'first_name': 'Catrin F', 'last_name': 'Williams'}"", ""{'author': 'Millet, Coralie O M', 'author_abbreviated': 'Millet CO', 'first_name': 'Coralie O M', 'last_name': 'Millet'}"", ""{'author': 'Hayes, Anthony J', 'author_abbreviated': 'Hayes AJ', 'first_name': 'Anthony J', 'last_name': 'Hayes'}"", ""{'author': 'Cable, Joanne', 'author_abbreviated': 'Cable J', 'first_name': 'Joanne', 'last_name': 'Cable'}"", ""{'author': 'Lloyd, David', 'author_abbreviated': 'Lloyd D', 'first_name': 'David', 'last_name': 'Lloyd'}""]",eng,,10.1016/j.pt.2013.04.004
3222,JOUR,"""Thermal inactivation of campylobacter jejuni in broth,"" a comment on: J. Food Prot. 75(6):1029-1035 (2012).",,"[""{'author': 'Keller, Susanne E', 'author_abbreviated': 'Keller SE', 'first_name': 'Susanne E', 'last_name': 'Keller'}"", ""{'author': 'Shazer, Arlette G', 'author_abbreviated': 'Shazer AG', 'first_name': 'Arlette G', 'last_name': 'Shazer'}"", ""{'author': 'Fleischman, Gregory J', 'author_abbreviated': 'Fleischman GJ', 'first_name': 'Gregory J', 'last_name': 'Fleischman'}"", ""{'author': 'Chirtel, Stuart', 'author_abbreviated': 'Chirtel S', 'first_name': 'Stuart', 'last_name': 'Chirtel'}"", ""{'author': 'Anderson, Nathan', 'author_abbreviated': 'Anderson N', 'first_name': 'Nathan', 'last_name': 'Anderson'}"", ""{'author': 'Larkin, John', 'author_abbreviated': 'Larkin J', 'first_name': 'John', 'last_name': 'Larkin'}""]",eng,,10.4315/0362-028X.76.6.928
3233,JOUR,Building rotavirus laboratory capacity to support the Global Rotavirus Surveillance Network.,,,fre,,
3288,JOUR,Metabolomic analysis of Cryptosporidium parvum oocysts in water: a proof of concept demonstration.,,"[""{'author': 'Beale, David J', 'author_abbreviated': 'Beale DJ', 'affiliations': ['Division of Land and Water, Commonwealth Scientific and Industrial Research Organisation (CSIRO), Highett, Victoria 3190, Australia. david.beale@csiro.au'], 'first_name': 'David J', 'last_name': 'Beale'}"", ""{'author': 'Marney, Donavan', 'author_abbreviated': 'Marney D', 'first_name': 'Donavan', 'last_name': 'Marney'}"", ""{'author': 'Marlow, David R', 'author_abbreviated': 'Marlow DR', 'first_name': 'David R', 'last_name': 'Marlow'}"", ""{'author': 'Morrison, Paul D', 'author_abbreviated': 'Morrison PD', 'first_name': 'Paul D', 'last_name': 'Morrison'}"", ""{'author': 'Dunn, Michael S', 'author_abbreviated': 'Dunn MS', 'first_name': 'Michael S', 'last_name': 'Dunn'}"", ""{'author': 'Key, Chris', 'author_abbreviated': 'Key C', 'first_name': 'Chris', 'last_name': 'Key'}"", ""{'author': 'Palombo, Enzo A', 'author_abbreviated': 'Palombo EA', 'first_name': 'Enzo A', 'last_name': 'Palombo'}""]",eng,,10.1016/j.envpol.2012.12.002
3451,JOUR,"Susceptibility of Campylobacter isolates from river water in Brittany, France.",,"[""{'author': 'Denis, Martine', 'author_abbreviated': 'Denis M', 'first_name': 'Martine', 'last_name': 'Denis'}"", ""{'author': 'Mourand, Gwenaëlle', 'author_abbreviated': 'Mourand G', 'first_name': 'Gwenaëlle', 'last_name': 'Mourand'}"", ""{'author': 'Chidaine, Bérangère', 'author_abbreviated': 'Chidaine B', 'first_name': 'Bérangère', 'last_name': 'Chidaine'}"", ""{'author': 'Kempf, Isabelle', 'author_abbreviated': 'Kempf I', 'first_name': 'Isabelle', 'last_name': 'Kempf'}""]",eng,,10.1016/j.ijantimicag.2012.03.011
3617,JOUR,"Progress introducing rotavirus vaccine into Latin America and the Caribbean, 2006–2010.",,,fre,,
3679,JOUR,Keep the focus on contaminated poultry to further curtail New Zealand's campylobacteriosis epidemic.,,"[""{'author': 'Baker, Michael G', 'author_abbreviated': 'Baker MG', 'first_name': 'Michael G', 'last_name': 'Baker'}"", ""{'author': 'Sears, Ann', 'author_abbreviated': 'Sears A', 'first_name': 'Ann', 'last_name': 'Sears'}"", ""{'author': 'Wilson, Nick', 'author_abbreviated': 'Wilson N', 'first_name': 'Nick', 'last_name': 'Wilson'}"", ""{'author': 'French, Nigel', 'author_abbreviated': 'French N', 'first_name': 'Nigel', 'last_name': 'French'}"", ""{'author': 'Marshall, Jonathan', 'author_abbreviated': 'Marshall J', 'first_name': 'Jonathan', 'last_name': 'Marshall'}"", ""{'author': 'Muellner, Petra', 'author_abbreviated': 'Muellner P', 'first_name': 'Petra', 'last_name': 'Muellner'}"", ""{'author': 'Campbell, Donald', 'author_abbreviated': 'Campbell D', 'first_name': 'Donald', 'last_name': 'Campbell'}"", ""{'author': 'van der Logt, Peter', 'author_abbreviated': 'van der Logt P', 'first_name': 'Peter', 'last_name': 'van der Logt'}"", ""{'author': 'Lake, Rob', 'author_abbreviated': 'Lake R', 'first_name': 'Rob', 'last_name': 'Lake'}""]",eng,,
3729,JOUR,[Detection of Rotavirus in 2745 children with diarrhea].,,"[""{'author': 'Yang, Xue-Lei', 'author_abbreviated': 'Yang XL', 'first_name': 'Xue-Lei', 'last_name': 'Yang'}"", ""{'author': 'He, Jian-Hua', 'author_abbreviated': 'He JH', 'first_name': 'Jian-Hua', 'last_name': 'He'}"", ""{'author': 'Yang, Xue-Tong', 'author_abbreviated': 'Yang XT', 'first_name': 'Xue-Tong', 'last_name': 'Yang'}""]",chi,,
3788,JOUR,Real-world impact of rotavirus vaccination.,,"[""{'author': 'Patel, Manish M', 'author_abbreviated': 'Patel MM', 'affiliations': ['National Center for Immunization and Respiratory Diseases, Centers for Disease Control and Prevention, Atlanta, GA, USA. Aul3@CDC.GOV'], 'first_name': 'Manish M', 'last_name': 'Patel'}"", ""{'author': 'Steele, Duncan', 'author_abbreviated': 'Steele D', 'first_name': 'Duncan', 'last_name': 'Steele'}"", ""{'author': 'Gentsch, Jon R', 'author_abbreviated': 'Gentsch JR', 'first_name': 'Jon R', 'last_name': 'Gentsch'}"", ""{'author': 'Wecker, John', 'author_abbreviated': 'Wecker J', 'first_name': 'John', 'last_name': 'Wecker'}"", ""{'author': 'Glass, Roger I', 'author_abbreviated': 'Glass RI', 'first_name': 'Roger I', 'last_name': 'Glass'}"", ""{'author': 'Parashar, Umesh D', 'author_abbreviated': 'Parashar UD', 'first_name': 'Umesh D', 'last_name': 'Parashar'}""]",eng,,10.1097/INF.0b013e3181fefa1f
3813,JOUR,Campylobacteriosis in New Zealand.,,"[""{'author': 'Nelson, Warrick', 'author_abbreviated': 'Nelson W', 'first_name': 'Warrick', 'last_name': 'Nelson'}""]",eng,,10.1017/S0950268810001172
3898,JOUR,Altered linkage of hydroxyacyl chains in bacterial lipid A.,,"[""{'author': 'Moran, Anthony P', 'author_abbreviated': 'Moran AP', 'first_name': 'Anthony P', 'last_name': 'Moran'}""]",eng,,10.1074/jbc.L110.102061
4030,JOUR,Impact of rotavirus vaccination: the importance of monitoring strains.,,"[""{'author': 'Gentsch, Jon R', 'author_abbreviated': 'Gentsch JR', 'first_name': 'Jon R', 'last_name': 'Gentsch'}"", ""{'author': 'Parashar, Umesh D', 'author_abbreviated': 'Parashar UD', 'first_name': 'Umesh D', 'last_name': 'Parashar'}"", ""{'author': 'Glass, Roger I', 'author_abbreviated': 'Glass RI', 'first_name': 'Roger I', 'last_name': 'Glass'}""]",eng,,10.2217/fmb.09.105
4154,JOUR,Mimicking myocardial infarction: localized ST-segment elevation in Campylobacter jejuni myopericarditis.,,"[""{'author': 'Lai, T', 'author_abbreviated': 'Lai T', 'first_name': 'T', 'last_name': 'Lai'}"", ""{'author': 'Yadav, R', 'author_abbreviated': 'Yadav R', 'first_name': 'R', 'last_name': 'Yadav'}"", ""{'author': 'Schrale, R', 'author_abbreviated': 'Schrale R', 'first_name': 'R', 'last_name': 'Schrale'}""]",eng,,10.1111/j.1445-5994.2009.01930.x
4163,JOUR,"Cryptosporidium sp. rabbit genotype, a newly identified human pathogen.",,"[""{'author': 'Chalmers, Rachel M', 'author_abbreviated': 'Chalmers RM', 'first_name': 'Rachel M', 'last_name': 'Chalmers'}"", ""{'author': 'Robinson, Guy', 'author_abbreviated': 'Robinson G', 'first_name': 'Guy', 'last_name': 'Robinson'}"", ""{'author': 'Elwin, Kristin', 'author_abbreviated': 'Elwin K', 'first_name': 'Kristin', 'last_name': 'Elwin'}"", ""{'author': 'Hadfield, Stephen J', 'author_abbreviated': 'Hadfield SJ', 'first_name': 'Stephen J', 'last_name': 'Hadfield'}"", ""{'author': 'Xiao, Lihua', 'author_abbreviated': 'Xiao L', 'first_name': 'Lihua', 'last_name': 'Xiao'}"", ""{'author': 'Ryan, Una', 'author_abbreviated': 'Ryan U', 'first_name': 'Una', 'last_name': 'Ryan'}"", ""{'author': 'Modha, Deborah', 'author_abbreviated': 'Modha D', 'first_name': 'Deborah', 'last_name': 'Modha'}"", ""{'author': 'Mallaghan, Catherine', 'author_abbreviated': 'Mallaghan C', 'first_name': 'Catherine', 'last_name': 'Mallaghan'}""]",eng,,10.3201/eid1505.081419
4279,JOUR,"The post-tsunami outbreak of diarrhoeal diseases in Car Nicobar Island, India, was caused by human group A rotavirus G2 strains.",,"[""{'author': 'Samajdar, Sudipta', 'author_abbreviated': 'Samajdar S', 'affiliations': ['Division of Virology, National Institute of Cholera and Enteric Diseases, P-33, CIT Road Scheme XM, Kolkata-700 010, West Bengal, India.'], 'first_name': 'Sudipta', 'last_name': 'Samajdar'}"", ""{'author': 'Ghosh, Souvik', 'author_abbreviated': 'Ghosh S', 'first_name': 'Souvik', 'last_name': 'Ghosh'}"", ""{'author': 'Naik, Trailokya Nath', 'author_abbreviated': 'Naik TN', 'first_name': 'Trailokya Nath', 'last_name': 'Naik'}"", ""{'author': 'Roy, Subarna', 'author_abbreviated': 'Roy S', 'first_name': 'Subarna', 'last_name': 'Roy'}"", ""{'author': 'Sugunan, A P', 'author_abbreviated': 'Sugunan AP', 'first_name': 'A P', 'last_name': 'Sugunan'}""]",eng,,10.1016/j.jinf.2008.07.010
4449,JOUR,"Outbreak of rotaviral diarrhoea in a relief camp for tsunami victims at Car Nicobar Island, India.",,"[""{'author': 'Sugunan, A P', 'author_abbreviated': 'Sugunan AP', 'affiliations': ['Regional Medical Research Centre, Indian Council of Medical Research, Post Bag No.13, Port Blair-744101, Andaman and Nicobar Islands, India. pblicmr@sancharnet.in'], 'first_name': 'A P', 'last_name': 'Sugunan'}"", ""{'author': 'Roy, Subarna', 'author_abbreviated': 'Roy S', 'first_name': 'Subarna', 'last_name': 'Roy'}"", ""{'author': 'Murhekar, M V', 'author_abbreviated': 'Murhekar MV', 'first_name': 'M V', 'last_name': 'Murhekar'}"", ""{'author': 'Naik, T N', 'author_abbreviated': 'Naik TN', 'first_name': 'T N', 'last_name': 'Naik'}"", ""{'author': 'Sehgal, S C', 'author_abbreviated': 'Sehgal SC', 'first_name': 'S C', 'last_name': 'Sehgal'}""]",eng,,10.1093/pubmed/fdm054
4468,JOUR,Cryptosporidium education.,,"[""{'author': 'Dixon, Bernard', 'author_abbreviated': 'Dixon B', 'affiliations': ['dixonadams@blueyonder.co.uk'], 'first_name': 'Bernard', 'last_name': 'Dixon'}""]",eng,,10.1016/S1473-3099(07)70220-7
4506,JOUR,Clinical update: rotavirus gastroenteritis and its prevention.,,"[""{'author': 'Grimwood, Keith', 'author_abbreviated': 'Grimwood K', 'affiliations': ['Department of Paediatrics and Child Health, School of Medicine and Health Sciences, University of Otago, Wellington 6242, New Zealand. keith.grimwood@otago.ac.nz'], 'first_name': 'Keith', 'last_name': 'Grimwood'}"", ""{'author': 'Buttery, Jim P', 'author_abbreviated': 'Buttery JP', 'first_name': 'Jim P', 'last_name': 'Buttery'}""]",eng,,10.1016/S0140-6736(07)61142-8
4528,JOUR,Cryptosporidiosis: a recreational water threat that hasn't gone away.,,"[""{'author': 'Clark, Bruce T', 'author_abbreviated': 'Clark BT', 'first_name': 'Bruce T', 'last_name': 'Clark'}""]",eng,,
4652,JOUR,Can we change the hymn sheet? Campylobacteriosis not just from chicken.,,"[""{'author': 'Nelson, Warrick', 'author_abbreviated': 'Nelson W', 'first_name': 'Warrick', 'last_name': 'Nelson'}"", ""{'author': 'Harris, Ben', 'author_abbreviated': 'Harris B', 'first_name': 'Ben', 'last_name': 'Harris'}""]",eng,,
4691,JOUR,"Shigellosis and cryptosporidiosis, Baltimore, Maryland.",,"[""{'author': 'Hartley, David M', 'author_abbreviated': 'Hartley DM', 'first_name': 'David M', 'last_name': 'Hartley'}"", ""{'author': 'Klontz, Karl C', 'author_abbreviated': 'Klontz KC', 'first_name': 'Karl C', 'last_name': 'Klontz'}"", ""{'author': 'Ryan, Patricia', 'author_abbreviated': 'Ryan P', 'first_name': 'Patricia', 'last_name': 'Ryan'}"", ""{'author': 'Morris, J Glenn Jr', 'author_abbreviated': 'Morris JG Jr', 'first_name': 'J Glenn Jr', 'last_name': 'Morris'}""]",eng,,10.3201/eid1207.060449
4711,JOUR,Wading in waste.,,"[""{'author': 'Mallin, Michael A', 'author_abbreviated': 'Mallin MA', 'affiliations': ['Center for Marine Science, University of North Carolina, Wilmington, USA.'], 'first_name': 'Michael A', 'last_name': 'Mallin'}""]",eng,,10.1038/scientificamerican0606-52
4721,JOUR,The investigation of an outbreak of cryptosporidiosis in New South Wales in 2005.,,"[""{'author': 'Black, Megan', 'author_abbreviated': 'Black M', 'affiliations': ['New South Wales Public Health Officer Training Program, New South Wales Department of Health, Australia.'], 'first_name': 'Megan', 'last_name': 'Black'}"", ""{'author': 'McAnulty, Jeremy', 'author_abbreviated': 'McAnulty J', 'first_name': 'Jeremy', 'last_name': 'McAnulty'}""]",eng,,10.1071/nb06018
4794,JOUR,Secondary transmission of cryptosporidiosis associated with swimming pool use.,,"[""{'author': 'Ichinohe, Sadato', 'author_abbreviated': 'Ichinohe S', 'affiliations': ['Division of Epidemiology, Chiba Prefectural Institute of Public Health, Chiba 260-8715, Japan. s.ichnh@ma.pref.chiba.jp'], 'first_name': 'Sadato', 'last_name': 'Ichinohe'}"", ""{'author': 'Fukushima, Tokunin', 'author_abbreviated': 'Fukushima T', 'first_name': 'Tokunin', 'last_name': 'Fukushima'}"", ""{'author': 'Kishida, Kazunori', 'author_abbreviated': 'Kishida K', 'first_name': 'Kazunori', 'last_name': 'Kishida'}"", ""{'author': 'Sanbe, Kenichi', 'author_abbreviated': 'Sanbe K', 'first_name': 'Kenichi', 'last_name': 'Sanbe'}"", ""{'author': 'Saika, Shizuko', 'author_abbreviated': 'Saika S', 'first_name': 'Shizuko', 'last_name': 'Saika'}"", ""{'author': 'Ogura, Makoto', 'author_abbreviated': 'Ogura M', 'first_name': 'Makoto', 'last_name': 'Ogura'}""]",eng,,
4833,JOUR,Findings and methodological lessons from a small case-control study into campylobacteriosis in Wellington.,,"[""{'author': 'Baker, Michael', 'author_abbreviated': 'Baker M', 'first_name': 'Michael', 'last_name': 'Baker'}"", ""{'author': 'Wilson, Nick', 'author_abbreviated': 'Wilson N', 'first_name': 'Nick', 'last_name': 'Wilson'}"", ""{'author': 'McIntyre, Mary', 'author_abbreviated': 'McIntyre M', 'first_name': 'Mary', 'last_name': 'McIntyre'}"", ""{'author': 'McLean, Margot', 'author_abbreviated': 'McLean M', 'first_name': 'Margot', 'last_name': 'McLean'}""]",eng,,
4869,JOUR,Is Campylobacter jejuni enteritis a weekend disease?,,"[""{'author': 'Gillespie, Iain A', 'author_abbreviated': 'Gillespie IA', 'affiliations': ['Health Protection Agency Communicable Disease Surveillance Centre, 61 Colindale Avenue, London NW9 5EQ, UK. iain.gillespie@hpa.org.uk'], 'first_name': 'Iain A', 'last_name': 'Gillespie'}"", '{\'author\': ""O\'Brien, Sarah J"", \'author_abbreviated\': ""O\'Brien SJ"", \'first_name\': \'Sarah J\', \'last_name\': ""O\'Brien""}', ""{'author': 'Neal, Keith R', 'author_abbreviated': 'Neal KR', 'first_name': 'Keith R', 'last_name': 'Neal'}"", ""{'author': 'Frost, Jennifer A', 'author_abbreviated': 'Frost JA', 'first_name': 'Jennifer A', 'last_name': 'Frost'}"", ""{'author': 'Cowden, John M', 'author_abbreviated': 'Cowden JM', 'first_name': 'John M', 'last_name': 'Cowden'}"", ""{'author': 'Syed, Qutub', 'author_abbreviated': 'Syed Q', 'first_name': 'Qutub', 'last_name': 'Syed'}""]",eng,,10.1016/j.jinf.2004.02.003
4962,JOUR,Urease-positive thermophilic Campylobacter species.,,"[""{'author': 'Matsuda, Motoo', 'author_abbreviated': 'Matsuda M', 'affiliations': ['Laboratory of Molecular Biology, School of Environmental Health Sciences, Azabu University, Fuchinobe 1-17-71, Sagamihara 229-8501, Japan. matsuda@azabu-u.ac.jp'], 'first_name': 'Motoo', 'last_name': 'Matsuda'}"", ""{'author': 'Moore, John E', 'author_abbreviated': 'Moore JE', 'first_name': 'John E', 'last_name': 'Moore'}""]",eng,,10.1128/AEM.70.8.4415-4418.2004
4994,JOUR,[Winter viruses].,,"[""{'author': 'Lelonturier, Philippe', 'author_abbreviated': 'Lelonturier P', 'first_name': 'Philippe', 'last_name': 'Lelonturier'}""]",fre,,10.1016/s0755-4982(04)98641-1
4996,JOUR,[Morbidity and detection rates of cryptosporidiosis in the Zhitomir region].,,"[""{'author': 'Beloshitskaia, I G', 'author_abbreviated': 'Beloshitskaia IG', 'first_name': 'I G', 'last_name': 'Beloshitskaia'}"", ""{'author': 'Vileshina, L A', 'author_abbreviated': 'Vileshina LA', 'first_name': 'L A', 'last_name': 'Vileshina'}""]",rus,,
5025,JOUR,Evidence-based medicine in the wilderness: the safety of backcountry water.,,"[""{'author': 'Welch, Thomas R', 'author_abbreviated': 'Welch TR', 'first_name': 'Thomas R', 'last_name': 'Welch'}""]",eng,,10.1580/1080-6032(2004)015[0235:emitwt]2.0.co;2
5035,JOUR,Foodborne disease surveillance in NSW: moving towards performance standards.,,"[""{'author': 'Dalton, Craig', 'author_abbreviated': 'Dalton C', 'affiliations': ['Hunter Public Health Unit.'], 'first_name': 'Craig', 'last_name': 'Dalton'}""]",eng,,10.1071/nb04002
5068,JOUR,EPA strengthens some drinking water protections.,,"[""{'author': 'Christen, Kris', 'author_abbreviated': 'Christen K', 'first_name': 'Kris', 'last_name': 'Christen'}""]",eng,,10.1021/es032587y
5114,JOUR,"Epidemiological studies of rotavirus infection in Guinea-Bissau, West Africa.",,"[""{'author': 'Fischer, Thea Kølsen', 'author_abbreviated': 'Fischer TK', 'affiliations': ['Department of Epidemiological Research, Statens Serum Institut, Artillerivej 5, DK-2300 Copenhagen S. thf@ssi.dk'], 'first_name': 'Thea Kølsen', 'last_name': 'Fischer'}""]",eng,,
5130,JOUR,Foreign and domestic travel and the risk of Campylobacter infection: results from a population-based sentinel surveillance scheme.,,,eng,,
5278,JOUR,[Spread of giardiasis in Perm city].,,"[""{'author': 'Zalipaeva, T L', 'author_abbreviated': 'Zalipaeva TL', 'first_name': 'T L', 'last_name': 'Zalipaeva'}""]",rus,,
5288,JOUR,Water pollution is a risk factor for Cryptosporidium infection in Gharbia Governorate.,,"[""{'author': 'Antonios, S N', 'author_abbreviated': 'Antonios SN', 'first_name': 'S N', 'last_name': 'Antonios'}"", ""{'author': 'Salem, S A', 'author_abbreviated': 'Salem SA', 'first_name': 'S A', 'last_name': 'Salem'}"", ""{'author': 'Khalifa, E A', 'author_abbreviated': 'Khalifa EA', 'first_name': 'E A', 'last_name': 'Khalifa'}""]",eng,,
5322,JOUR,The Campylobacter conundrum.,,"[""{'author': 'Jones, K', 'author_abbreviated': 'Jones K', 'first_name': 'K', 'last_name': 'Jones'}""]",eng,,10.1016/s0966-842x(01)02106-0
5380,JOUR,Seasonal shift in Cryptosporidium parvum transmission cycles in New Zealand.,,"[""{'author': 'Learmonth, J', 'author_abbreviated': 'Learmonth J', 'affiliations': ['Institute of Molecular BioSciences, Massey University, Palmerston North, New Zealand. J.J.Learmonth@massey.ac.nz'], 'first_name': 'J', 'last_name': 'Learmonth'}"", ""{'author': 'Ionas, G', 'author_abbreviated': 'Ionas G', 'first_name': 'G', 'last_name': 'Ionas'}"", ""{'author': 'Pita, A', 'author_abbreviated': 'Pita A', 'first_name': 'A', 'last_name': 'Pita'}"", ""{'author': 'Cowie, R', 'author_abbreviated': 'Cowie R', 'first_name': 'R', 'last_name': 'Cowie'}""]",eng,,10.1111/j.1550-7408.2001.tb00444.x
5381,JOUR,Campylobacter jejuni.,,"[""{'author': 'Kist, M', 'author_abbreviated': 'Kist M', 'affiliations': ['Department of Microbiology and Hygiene, Institute of Medical Microbiology and Hygiene, University Hospital Freiburg, Freiburg, Germany. kistman@ukl.uni-freiburg.de'], 'first_name': 'M', 'last_name': 'Kist'}"", ""{'author': 'Bereswill, S', 'author_abbreviated': 'Bereswill S', 'first_name': 'S', 'last_name': 'Bereswill'}""]",eng,,10.1159/000060405
5387,JOUR,Poultry as a source of Campylobacter and related organisms.,,"[""{'author': 'Corry, J E', 'author_abbreviated': 'Corry JE', 'affiliations': ['Division of Food Animal Science, University of Bristol, Langford, North Somerset, UK. janet.corry@bristol.ac.uk'], 'first_name': 'J E', 'last_name': 'Corry'}"", ""{'author': 'Atabay, H I', 'author_abbreviated': 'Atabay HI', 'first_name': 'H I', 'last_name': 'Atabay'}""]",eng,,10.1046/j.1365-2672.2001.01358.x
